claim_id	evidence_id	evidence_kind	location	sha256	hash_mode	architecture_requirement
QPAIR-SYM2-TENSOR-DEFECT	EV-QPAIR-SYM2-TENSOR-DEFECT	PUBLIC_PROBE	probes/P-QPAIR-SYM2-TENSOR-DEFECT-1	ae345af394adf1693b5515d038743dc3f3697fa0c55340972eb979682538fed5	bundle-manifest-sha256-v1	two-architecture
FIELD-ZERO-NONZERO-MULTIPLICATIVE-CUT	EV-FIELD-ZERO-NONZERO-MULTIPLICATIVE-CUT	PUBLIC_PROBE	probes/P-FIELD-ZERO-NONZERO-CUT-1	baf65d43b2016d629f1442dea3e20191631e5b0f2729e8020eb6d36e9fe3384c	bundle-manifest-sha256-v1	two-architecture
TT-VECTOR-MOMENT-UNDERDETERMINATION	EV-TT-VECTOR-MOMENT-UNDERDETERMINATION	PUBLIC_PROBE	probes/P-TT-VECTOR-MOMENT-UNDERDETERMINATION-1	302e0403e5b1a0027555a39c33dddbe55e17b6ec76ee9292da8407630d5b10bf	bundle-manifest-sha256-v1	two-architecture
QDD-U-INDUCED-CHANNEL	EV-QDD-U-INDUCED-CHANNEL	PUBLIC_PROBE	probes/P-QDD-INSTRUMENT-U-INDUCED-1	17f5e001c9fce5360b021781fbb3910ed5045a5e9666ab7624a90e7880eae60f	bundle-manifest-sha256-v1	two-architecture
QDD-U-INDUCED-FINITE-NONSELECTION	EV-QDD-U-INDUCED-FINITE-NONSELECTION	PUBLIC_PROBE	probes/P-QDD-INSTRUMENT-U-INDUCED-1	17f5e001c9fce5360b021781fbb3910ed5045a5e9666ab7624a90e7880eae60f	bundle-manifest-sha256-v1	two-architecture
J-UNIT	EV-J-UNIT	REPRODUCTION	reproduce/kernel	7bcd0d80c52bb1ee95f16cae06a9c38807f5810342eb1f57eaf8401c82dae50f	bundle-manifest-sha256-v1	two-architecture
J-PROJECTIONS	EV-J-PROJECTIONS	INLINE_CANON	inline	61877f7d0b757bc8a3e6d7fa2699ab2d40f1976258d7241f797bc53fe766b408	registry-scope-sha256-v1	none
AXIOM-PROJECTION-DICTIONARY	EV-AXIOM-PROJECTION-DICTIONARY	INLINE_CANON	inline	a828a2307412308876c209f660579d360252b3bd5626ed3f83d5967c2f971a02	registry-scope-sha256-v1	none
PI-FROM-J	EV-PI-FROM-J	INLINE_CANON	inline	e4e8580b30cbf009a04e887d6f926b83744d19a8996d709468ac68b8d898ffff	registry-scope-sha256-v1	none
J-GOLDEN-BRIDGE	EV-J-GOLDEN-BRIDGE	REPRODUCTION	reproduce/kernel	7bcd0d80c52bb1ee95f16cae06a9c38807f5810342eb1f57eaf8401c82dae50f	bundle-manifest-sha256-v1	two-architecture
J-HARMONIC-SEAM	EV-J-HARMONIC-SEAM	PUBLIC_PROBE	probes/P-J-HARMONIC-SEAM-1	9054c62b919f5edb1b67ae9100d5ab733fd78a6b094662424a24a43a8bfe21cd	bundle-manifest-sha256-v1	two-architecture
J-STEP	EV-J-STEP	REPRODUCTION	reproduce/kernel	7bcd0d80c52bb1ee95f16cae06a9c38807f5810342eb1f57eaf8401c82dae50f	bundle-manifest-sha256-v1	two-architecture
J-MODULUS-CHORD	EV-J-MODULUS-CHORD	REPRODUCTION	reproduce/kernel	7bcd0d80c52bb1ee95f16cae06a9c38807f5810342eb1f57eaf8401c82dae50f	bundle-manifest-sha256-v1	two-architecture
J-TENTH-ROOT	EV-J-TENTH-ROOT	REPRODUCTION	reproduce/kernel	7bcd0d80c52bb1ee95f16cae06a9c38807f5810342eb1f57eaf8401c82dae50f	bundle-manifest-sha256-v1	two-architecture
J-RAMIFIED-CHORD	EV-J-RAMIFIED-CHORD	REPRODUCTION	reproduce/kernel	7bcd0d80c52bb1ee95f16cae06a9c38807f5810342eb1f57eaf8401c82dae50f	bundle-manifest-sha256-v1	two-architecture
PLENUM-POINT	EV-PLENUM-POINT	INLINE_CANON	inline	8c591a20ff64eba8d6d544c19930da3f7bf71d2d0a5f878848bd1f89951ab11e	registry-scope-sha256-v1	none
LOG-AXES-INDEPENDENCE	EV-LOG-AXES-INDEPENDENCE	INLINE_CANON	inline	40d4eb54145f0c9a17a6a0b4c6a9bfb641c668e647f13dccadf05e919a1020c6	registry-scope-sha256-v1	none
ALPHA-SEED	EV-ALPHA-SEED	REPRODUCTION	reproduce/alpha-exact-lemma	d6f1bd887ed3946394b7faf9d8df73282ce5524ea2aa479fe988b53cf4cb3afd	bundle-manifest-sha256-v1	two-architecture
BORN-FACE-WEIGHTS	EV-BORN-FACE-WEIGHTS	REPRODUCTION	reproduce/born-faces	2b14baa7db26f02d0c4a16b3924e571518d673386179846f6fb7dc3192606d1e	bundle-manifest-sha256-v1	two-architecture
BORN-HALF-ANGLE	EV-BORN-HALF-ANGLE	REPRODUCTION	reproduce/born-quartet	3696f83f9f004e5ecf86ebd6d136f258ee106531b799fc3ce182b06ebed7be37	bundle-manifest-sha256-v1	two-architecture
BORN-RESIDUAL-SPLIT	EV-BORN-RESIDUAL-SPLIT	REPRODUCTION	reproduce/born-quartet	3696f83f9f004e5ecf86ebd6d136f258ee106531b799fc3ce182b06ebed7be37	bundle-manifest-sha256-v1	two-architecture
SPIN-BISECTOR	EV-SPIN-BISECTOR	REPRODUCTION	reproduce/born-quartet	3696f83f9f004e5ecf86ebd6d136f258ee106531b799fc3ce182b06ebed7be37	bundle-manifest-sha256-v1	two-architecture
BORN-ORDER-STAIRCASE	EV-BORN-ORDER-STAIRCASE	REPRODUCTION	reproduce/born-quartet	3696f83f9f004e5ecf86ebd6d136f258ee106531b799fc3ce182b06ebed7be37	bundle-manifest-sha256-v1	two-architecture
CENSUS-313	EV-CENSUS-313	PUBLIC_PROBE	probes/P-CENSUS-REPLAY-1	ea0a092cd766fb27526cf95fe9f60b023126b61722ee6c660c51e356cff9c803	bundle-manifest-sha256-v1	two-architecture
CENSUS-Z5-SHEET	EV-CENSUS-Z5-SHEET	PUBLIC_PROBE	probes/P-CENSUS-REPLAY-1	ea0a092cd766fb27526cf95fe9f60b023126b61722ee6c660c51e356cff9c803	bundle-manifest-sha256-v1	two-architecture
CENSUS-PAIRING	EV-CENSUS-PAIRING	PUBLIC_PROBE	probes/P-CENSUS-REPLAY-1	ea0a092cd766fb27526cf95fe9f60b023126b61722ee6c660c51e356cff9c803	bundle-manifest-sha256-v1	two-architecture
CENSUS-HOSTING	EV-CENSUS-HOSTING	PUBLIC_PROBE	probes/P-CENSUS-REPLAY-1	ea0a092cd766fb27526cf95fe9f60b023126b61722ee6c660c51e356cff9c803	bundle-manifest-sha256-v1	two-architecture
DIRAC-LADDER	EV-DIRAC-LADDER	REPRODUCTION	reproduce/dirac-ladder	3d794a1180ca4b3d314f57612e4525c0886c5e6f233b7dca65cd940e5b5c9ae7	bundle-manifest-sha256-v1	recorded-audit
LADDER-LIGHTCONE	EV-LADDER-LIGHTCONE	REPRODUCTION	reproduce/dirac-ladder	3d794a1180ca4b3d314f57612e4525c0886c5e6f233b7dca65cd940e5b5c9ae7	bundle-manifest-sha256-v1	two-architecture
SPINOR-FLOOR	EV-SPINOR-FLOOR	REPRODUCTION	reproduce/dirac-ladder	3d794a1180ca4b3d314f57612e4525c0886c5e6f233b7dca65cd940e5b5c9ae7	bundle-manifest-sha256-v1	two-architecture
FIB-ROOT-TIES	EV-FIB-ROOT-TIES	REPRODUCTION	reproduce/dirac-ladder	3d794a1180ca4b3d314f57612e4525c0886c5e6f233b7dca65cd940e5b5c9ae7	bundle-manifest-sha256-v1	two-architecture
FIB-ROOT-CARRIER	EV-FIB-ROOT-CARRIER	REPRODUCTION	reproduce/dirac-ladder	3d794a1180ca4b3d314f57612e4525c0886c5e6f233b7dca65cd940e5b5c9ae7	bundle-manifest-sha256-v1	recorded-audit
DIRAC-STEP-THEOREMS	EV-DIRAC-STEP-THEOREMS	REPRODUCTION	reproduce/dirac-ladder	3d794a1180ca4b3d314f57612e4525c0886c5e6f233b7dca65cd940e5b5c9ae7	bundle-manifest-sha256-v1	two-architecture
DIRAC-STEP	EV-DIRAC-STEP	REPRODUCTION	reproduce/dirac-ladder	3d794a1180ca4b3d314f57612e4525c0886c5e6f233b7dca65cd940e5b5c9ae7	bundle-manifest-sha256-v1	recorded-audit
LADDER-SPIN-PLACES	EV-LADDER-SPIN-PLACES	REPRODUCTION	reproduce/dirac-ladder	3d794a1180ca4b3d314f57612e4525c0886c5e6f233b7dca65cd940e5b5c9ae7	bundle-manifest-sha256-v1	two-architecture
CHECKERBOARD-GAUSS-TOWER	EV-CHECKERBOARD-GAUSS-TOWER	REPRODUCTION	reproduce/dirac-ladder	3d794a1180ca4b3d314f57612e4525c0886c5e6f233b7dca65cd940e5b5c9ae7	bundle-manifest-sha256-v1	two-architecture
FERMIONIZER	EV-FERMIONIZER	REPRODUCTION	reproduce/dirac-ladder	3d794a1180ca4b3d314f57612e4525c0886c5e6f233b7dca65cd940e5b5c9ae7	bundle-manifest-sha256-v1	two-architecture
LADDER-ALTERNATOR-BASIS	EV-LADDER-ALTERNATOR-BASIS	REPRODUCTION	reproduce/dirac-ladder	3d794a1180ca4b3d314f57612e4525c0886c5e6f233b7dca65cd940e5b5c9ae7	bundle-manifest-sha256-v1	two-architecture
TM-BREATH-TOWER	EV-TM-BREATH-TOWER	REPRODUCTION	reproduce/dirac-ladder	3d794a1180ca4b3d314f57612e4525c0886c5e6f233b7dca65cd940e5b5c9ae7	bundle-manifest-sha256-v1	two-architecture
MOBIUS-TM-PRIME2-BRIDGE	EV-MOBIUS-TM-PRIME2-BRIDGE	PUBLIC_PROBE	probes/P-MOBIUS-TM-PRIME2-1	94c8338bb78d2836c4bb707ce3dc13ed00b38f423645e17c78d6d3bc07cd501a	bundle-manifest-sha256-v1	two-architecture
TM-MULTIPLICATION-CARRY-DEFECT	EV-TM-MULTIPLICATION-CARRY-DEFECT	PUBLIC_PROBE	probes/P-TM-MULTIPLICATION-CARRY-DEFECT-1	348e359dd2c2566c7c142ac9f7217bec3dd4ab3e725584e89a477420354e50bf	bundle-manifest-sha256-v1	two-architecture
BOOST-READING-SPLIT	EV-BOOST-READING-SPLIT	REPRODUCTION	reproduce/observer-boost	f7a4ea21ce9ae6bb414965f1e1c1122dc7c33b7126a84a56743289d18888a6b3	bundle-manifest-sha256-v1	two-architecture
BOOST-COUNT-LADDER	EV-BOOST-COUNT-LADDER	REPRODUCTION	reproduce/observer-boost	f7a4ea21ce9ae6bb414965f1e1c1122dc7c33b7126a84a56743289d18888a6b3	bundle-manifest-sha256-v1	recorded-audit
OBSERVER-ALTERNATOR	EV-OBSERVER-ALTERNATOR	REPRODUCTION	reproduce/observer-boost	f7a4ea21ce9ae6bb414965f1e1c1122dc7c33b7126a84a56743289d18888a6b3	bundle-manifest-sha256-v1	recorded-audit
BOOST-AXIS	EV-BOOST-AXIS	REPRODUCTION	reproduce/observer-boost	f7a4ea21ce9ae6bb414965f1e1c1122dc7c33b7126a84a56743289d18888a6b3	bundle-manifest-sha256-v1	recorded-audit
COLOR-RETURN-D5	EV-COLOR-RETURN-D5	REPRODUCTION	reproduce/color-ladder	993516aaf0509cc8083fa5cc39d2954294af7da479bfa3c829741f01b590de71	bundle-manifest-sha256-v1	two-architecture
COLOR-TORSOR-HOLONOMY	EV-COLOR-TORSOR-HOLONOMY	REPRODUCTION	reproduce/color-ladder	993516aaf0509cc8083fa5cc39d2954294af7da479bfa3c829741f01b590de71	bundle-manifest-sha256-v1	two-architecture
COLOR-SPLIT-12	EV-COLOR-SPLIT-12	REPRODUCTION	reproduce/color-ladder	993516aaf0509cc8083fa5cc39d2954294af7da479bfa3c829741f01b590de71	bundle-manifest-sha256-v1	recorded-audit
COLOR-LADDER-DICTIONARY	EV-COLOR-LADDER-DICTIONARY	INLINE_CANON	inline	a79570f964b98ce6dbd466557576d512ebf87bedc6716abb3b4409acb5d705b3	registry-scope-sha256-v1	none
COLOR-DYNAMICAL-COLOR	EV-COLOR-DYNAMICAL-COLOR	REPRODUCTION	reproduce/color-ladder	993516aaf0509cc8083fa5cc39d2954294af7da479bfa3c829741f01b590de71	bundle-manifest-sha256-v1	recorded-audit
COLOR-KIN-NORMALIZER	EV-COLOR-KIN-NORMALIZER	REPRODUCTION	reproduce/color-ladder	993516aaf0509cc8083fa5cc39d2954294af7da479bfa3c829741f01b590de71	bundle-manifest-sha256-v1	two-architecture
COLOR-KINEMATICAL-GL2	EV-COLOR-KINEMATICAL-GL2	REPRODUCTION	reproduce/color-ladder	993516aaf0509cc8083fa5cc39d2954294af7da479bfa3c829741f01b590de71	bundle-manifest-sha256-v1	recorded-audit
COLOR-CORE-2I	EV-COLOR-CORE-2I	REPRODUCTION	reproduce/color-ladder	993516aaf0509cc8083fa5cc39d2954294af7da479bfa3c829741f01b590de71	bundle-manifest-sha256-v1	two-architecture
COLOR-GOLDEN-TABLE	EV-COLOR-GOLDEN-TABLE	REPRODUCTION	reproduce/color-ladder	993516aaf0509cc8083fa5cc39d2954294af7da479bfa3c829741f01b590de71	bundle-manifest-sha256-v1	two-architecture
COLOR-MCKAY-E8	EV-COLOR-MCKAY-E8	REPRODUCTION	reproduce/color-ladder	993516aaf0509cc8083fa5cc39d2954294af7da479bfa3c829741f01b590de71	bundle-manifest-sha256-v1	two-architecture
COLOR-MOMENT-FINGERPRINT	EV-COLOR-MOMENT-FINGERPRINT	REPRODUCTION	reproduce/color-ladder	993516aaf0509cc8083fa5cc39d2954294af7da479bfa3c829741f01b590de71	bundle-manifest-sha256-v1	two-architecture
COLOR-SPECTRAL-INVARIANTS	EV-COLOR-SPECTRAL-INVARIANTS	REPRODUCTION	reproduce/color-ladder	993516aaf0509cc8083fa5cc39d2954294af7da479bfa3c829741f01b590de71	bundle-manifest-sha256-v1	two-architecture
COLOR-DICKSON-RAMIFICATION	EV-COLOR-DICKSON-RAMIFICATION	REPRODUCTION	reproduce/color-ladder	993516aaf0509cc8083fa5cc39d2954294af7da479bfa3c829741f01b590de71	bundle-manifest-sha256-v1	two-architecture
COLOR-KLEIN-REDUCTION	EV-COLOR-KLEIN-REDUCTION	REPRODUCTION	reproduce/color-ladder	993516aaf0509cc8083fa5cc39d2954294af7da479bfa3c829741f01b590de71	bundle-manifest-sha256-v1	two-architecture
COLOR-INTEGRAL-LIFT	EV-COLOR-INTEGRAL-LIFT	REPRODUCTION	reproduce/color-ladder	993516aaf0509cc8083fa5cc39d2954294af7da479bfa3c829741f01b590de71	bundle-manifest-sha256-v1	two-architecture
COLOR-CM-2I-SEMILINEAR-PAIR	EV-COLOR-CM-2I-SEMILINEAR-PAIR	PUBLIC_PROBE	probes/P-CM-2I-QCARRIER-1	2d480767d992215fe0c7328c8fb794484cd7c99c22d6b56f65b340c8b9d09bee	bundle-manifest-sha256-v1	two-architecture
COLOR-MEASURE-TRANSPORT	EV-COLOR-MEASURE-TRANSPORT	REPRODUCTION	reproduce/color-ladder	993516aaf0509cc8083fa5cc39d2954294af7da479bfa3c829741f01b590de71	bundle-manifest-sha256-v1	two-architecture
KAHLER-CAPACITY	EV-KAHLER-CAPACITY	REPRODUCTION	reproduce/gravity-chain	df1c4ea51e07381dcf961046a81fbbcb5888a930f6c5ee0f5a1adf28bd947827	bundle-manifest-sha256-v1	two-architecture
FRW-CANONICAL-FORM	EV-FRW-CANONICAL-FORM	REPRODUCTION	reproduce/gravity-chain	df1c4ea51e07381dcf961046a81fbbcb5888a930f6c5ee0f5a1adf28bd947827	bundle-manifest-sha256-v1	two-architecture
DE-TRACE-DENSITY-UNDERDETERMINATION	EV-DE-TRACE-DENSITY-UNDERDETERMINATION	PUBLIC_PROBE	probes/P-DE-TRACE-DENSITY-1	3387e27d134745ebf74fe2c5f15b5dc94b079eee93e81fdf96e5d6ada1faa6ed	bundle-manifest-sha256-v1	two-architecture
GRAVITY-BRIDGE-LAW	EV-GRAVITY-BRIDGE-LAW	REPRODUCTION	reproduce/gravity-chain	df1c4ea51e07381dcf961046a81fbbcb5888a930f6c5ee0f5a1adf28bd947827	bundle-manifest-sha256-v1	recorded-audit
MU-TAU-COEFFICIENT	EV-MU-TAU-COEFFICIENT	REPRODUCTION	reproduce/mass-ladder	c05faa12ed4afe65734c0cfcbe4c848fd0b64bd2071edee883381d9231f85a59	bundle-manifest-sha256-v1	two-architecture
